source_dir,source_name,seed,split,source_is_extra,scenario,trajectory_row,trajectory_index,tier_flags,candidate_methods,baseline_candidate_methods,selected_candidate_method,selected_candidate_index,selected_probability,label_best_observed_method,selected_observed_step_rmse_m,selected_observed_step_sse,selected_observed_steps,best_single_candidate_method,best_single_candidate_index,best_single_run_scenario_observed_step_rmse_m,best_single_trajectory_observed_step_rmse_m,best_single_trajectory_observed_step_sse,best_single_trajectory_observed_steps,gain_vs_best_single_trajectory_percent,prediction_mode,selected_prediction_source,residual_offset_application,ekf_trajectory_observed_step_rmse_m,ukf_trajectory_observed_step_rmse_m,aukf_trajectory_observed_step_rmse_m,batchwls_trajectory_observed_step_rmse_m,rfis_trajectory_observed_step_rmse_m,va_rfis_trajectory_observed_step_rmse_m
\\nas\Projects\Papers\GNN State Estimation\results\adaptive_candidate_fusion_observed_fixed_soft_obsckpt_seed151_split151_20260625,adaptive_candidate_fusion_observed_fixed_soft_obsckpt_seed151_split151_20260625,151,151,True,process_noise_shift_test,0,26,fresh_extra;all_eval_non_development,"['EKF', 'UKF', 'AUKF', 'BatchWLS', 'RFIS', 'VA_RFIS']","['EKF', 'UKF', 'AUKF', 'BatchWLS', 'RFIS', 'VA_RFIS']",BatchWLS,3,0.4500094950199127,BatchWLS,195.47345430139663,611357.941384323,16,RFIS,4,419.3650966544302,287.67794988664684,1324137.6456157456,16,32.05129055653426,residual_refine,probability_weighted_candidate_plus_offset,per_candidate_constant_position_offset,468.9436449651933,456.05904923697886,418.14260341544633,269.01125325697706,287.67794988664684,468.9436449651933
\\nas\Projects\Papers\GNN State Estimation\results\adaptive_candidate_fusion_observed_fixed_soft_obsckpt_seed151_split151_20260625,adaptive_candidate_fusion_observed_fixed_soft_obsckpt_seed151_split151_20260625,151,151,True,process_noise_shift_test,1,37,fresh_extra;all_eval_non_development,"['EKF', 'UKF', 'AUKF', 'BatchWLS', 'RFIS', 'VA_RFIS']","['EKF', 'UKF', 'AUKF', 'BatchWLS', 'RFIS', 'VA_RFIS']",RFIS,4,0.501895546913147,BatchWLS,540.8217145914425,9652108.190129714,33,RFIS,4,419.3650966544302,566.165587262151,10577934.58259658,33,4.4764064155269025,residual_refine,probability_weighted_candidate_plus_offset,per_candidate_constant_position_offset,663.8734723750872,666.4636069717409,697.1773358275778,423.59858409464124,566.165587262151,663.8734723750872
\\nas\Projects\Papers\GNN State Estimation\results\adaptive_candidate_fusion_observed_fixed_soft_obsckpt_seed151_split151_20260625,adaptive_candidate_fusion_observed_fixed_soft_obsckpt_seed151_split151_20260625,151,151,True,process_noise_shift_test,2,21,fresh_extra;all_eval_non_development,"['EKF', 'UKF', 'AUKF', 'BatchWLS', 'RFIS', 'VA_RFIS']","['EKF', 'UKF', 'AUKF', 'BatchWLS', 'RFIS', 'VA_RFIS']",BatchWLS,3,0.4321954548358917,EKF,3485.331305624925,157917946.02959886,13,RFIS,4,419.3650966544302,244.6461700261555,778072.7306100655,13,-1324.6416795539055,residual_refine,probability_weighted_candidate_plus_offset,per_candidate_constant_position_offset,183.10803895605406,196.85152518003525,252.10698452627202,7955.7246606620465,244.6461700261555,183.10803895605406
\\nas\Projects\Papers\GNN State Estimation\results\adaptive_candidate_fusion_observed_fixed_soft_obsckpt_seed151_split151_20260625,adaptive_candidate_fusion_observed_fixed_soft_obsckpt_seed151_split151_20260625,151,151,True,process_noise_shift_test,3,11,fresh_extra;all_eval_non_development,"['EKF', 'UKF', 'AUKF', 'BatchWLS', 'RFIS', 'VA_RFIS']","['EKF', 'UKF', 'AUKF', 'BatchWLS', 'RFIS', 'VA_RFIS']",RFIS,4,0.6155050992965698,RFIS,451.0230153301461,6712918.091797409,33,RFIS,4,419.3650966544302,374.14424150794434,4619469.143967314,33,-20.54789711913002,residual_refine,probability_weighted_candidate_plus_offset,per_candidate_constant_position_offset,415.20087309046033,420.95994692008924,405.0870911787238,924.4185272669278,374.14424150794434,415.20087309046033
\\nas\Projects\Papers\GNN State Estimation\results\adaptive_candidate_fusion_observed_fixed_soft_obsckpt_seed151_split151_20260625,adaptive_candidate_fusion_observed_fixed_soft_obsckpt_seed151_split151_20260625,151,151,True,process_noise_shift_test,4,22,fresh_extra;all_eval_non_development,"['EKF', 'UKF', 'AUKF', 'BatchWLS', 'RFIS', 'VA_RFIS']","['EKF', 'UKF', 'AUKF', 'BatchWLS', 'RFIS', 'VA_RFIS']",RFIS,4,0.5730147361755371,RFIS,337.427475511511,4440434.747972782,39,RFIS,4,419.3650966544302,390.08832424200193,5934587.127687396,39,13.499724410572554,residual_refine,probability_weighted_candidate_plus_offset,per_candidate_constant_position_offset,402.17396845595005,409.89937976979246,445.82598138000156,874.1646511325997,390.08832424200193,402.17396845595005
\\nas\Projects\Papers\GNN State Estimation\results\adaptive_candidate_fusion_observed_fixed_soft_obsckpt_seed151_split151_20260625,adaptive_candidate_fusion_observed_fixed_soft_obsckpt_seed151_split151_20260625,151,151,True,process_noise_shift_test,5,9,fresh_extra;all_eval_non_development,"['EKF', 'UKF', 'AUKF', 'BatchWLS', 'RFIS', 'VA_RFIS']","['EKF', 'UKF', 'AUKF', 'BatchWLS', 'RFIS', 'VA_RFIS']",RFIS,4,0.4449498653411865,EKF,443.3896712296784,8650153.624339141,44,RFIS,4,419.3650966544302,484.28178706098964,10319269.36827537,44,8.443868203154487,residual_refine,probability_weighted_candidate_plus_offset,per_candidate_constant_position_offset,468.91313679243734,474.78823516016035,516.9217448793537,1530.7121650814024,484.28178706098964,468.91313679243734
\\nas\Projects\Papers\GNN State Estimation\results\adaptive_candidate_fusion_observed_fixed_soft_obsckpt_seed151_split151_20260625,adaptive_candidate_fusion_observed_fixed_soft_obsckpt_seed151_split151_20260625,151,151,True,process_noise_shift_test,6,2,fresh_extra;all_eval_non_development,"['EKF', 'UKF', 'AUKF', 'BatchWLS', 'RFIS', 'VA_RFIS']","['EKF', 'UKF', 'AUKF', 'BatchWLS', 'RFIS', 'VA_RFIS']",RFIS,4,0.6518750190734863,RFIS,332.08739120784855,2757050.8849808667,25,RFIS,4,419.3650966544302,293.09025998960755,2147547.5125193936,25,-13.305502277565887,residual_refine,probability_weighted_candidate_plus_offset,per_candidate_constant_position_offset,462.4903396331757,446.3111811347531,377.5978222293898,1036.6512987263861,293.09025998960755,462.4903396331757
\\nas\Projects\Papers\GNN State Estimation\results\adaptive_candidate_fusion_observed_fixed_soft_obsckpt_seed151_split151_20260625,adaptive_candidate_fusion_observed_fixed_soft_obsckpt_seed151_split151_20260625,151,151,True,maneuver_shift_test,0,47,fresh_extra;all_eval_non_development,"['EKF', 'UKF', 'AUKF', 'BatchWLS', 'RFIS', 'VA_RFIS']","['EKF', 'UKF', 'AUKF', 'BatchWLS', 'RFIS', 'VA_RFIS']",EKF,0,0.7307178378105164,EKF,648.8858084414205,17263164.48826371,41,RFIS,4,659.3118468845014,1147.0339718827415,53943164.23877702,41,43.429242346123424,residual_refine,probability_weighted_candidate_plus_offset,per_candidate_constant_position_offset,804.1165487260914,894.3364584395467,1170.1874270033004,12458.682538821107,1147.0339718827415,804.1165487260914
\\nas\Projects\Papers\GNN State Estimation\results\adaptive_candidate_fusion_observed_fixed_soft_obsckpt_seed151_split151_20260625,adaptive_candidate_fusion_observed_fixed_soft_obsckpt_seed151_split151_20260625,151,151,True,maneuver_shift_test,1,28,fresh_extra;all_eval_non_development,"['EKF', 'UKF', 'AUKF', 'BatchWLS', 'RFIS', 'VA_RFIS']","['EKF', 'UKF', 'AUKF', 'BatchWLS', 'RFIS', 'VA_RFIS']",RFIS,4,0.4636742174625397,RFIS,300.591995867226,2168533.151506618,24,RFIS,4,659.3118468845014,278.99231427181024,1868081.074145773,24,-7.742034633388539,residual_refine,probability_weighted_candidate_plus_offset,per_candidate_constant_position_offset,305.69641558721725,299.43899493929456,347.9816189875993,455.79503508833903,278.99231427181024,305.69641558721725
\\nas\Projects\Papers\GNN State Estimation\results\adaptive_candidate_fusion_observed_fixed_soft_obsckpt_seed151_split151_20260625,adaptive_candidate_fusion_observed_fixed_soft_obsckpt_seed151_split151_20260625,151,151,True,maneuver_shift_test,2,9,fresh_extra;all_eval_non_development,"['EKF', 'UKF', 'AUKF', 'BatchWLS', 'RFIS', 'VA_RFIS']","['EKF', 'UKF', 'AUKF', 'BatchWLS', 'RFIS', 'VA_RFIS']",EKF,0,0.3878282308578491,EKF,568.0269814822188,7743711.640603223,24,RFIS,4,659.3118468845014,795.123634833758,15173318.272109937,24,28.561175067952778,residual_refine,probability_weighted_candidate_plus_offset,per_candidate_constant_position_offset,398.90305740407956,486.713166834455,800.8550883386541,1424.9048283205593,795.123634833758,398.90305740407956
